,timestamp,host,host_ip,ping_size,time,ttl,min,avg,max,stddev
212,2024-03-31 14:00:32,www.upbit.com,104.17.186.185,64,6.891,52,6.891,6.891,6.891,
213,2024-03-31 14:00:32,api.bitflyer.com,104.76.93.43,64,4.765,51,4.765,4.765,4.765,0.0
214,2024-03-31 14:00:32,api.upbit.com,13.125.5.38,64,7.715,238,7.715,7.715,7.715,0.0
215,2024-03-31 14:00:32,www.bithumb.com,23.43.165.80,64,5.319,51,5.319,5.319,5.319,0.0
216,2024-03-31 14:00:33,api.binance.com,52.84.252.75,64,5.25,244,5.25,5.25,5.25,0.0
217,2024-03-31 14:00:33,api.bitflyer.com,104.76.93.43,64,4.672,51,4.672,4.672,4.672,0.0
218,2024-03-31 14:00:33,www.upbit.com,104.17.186.185,64,6.43,52,6.43,6.43,6.43,
219,2024-03-31 14:00:33,api.bithumb.com,23.51.28.123,64,6.022,54,6.022,6.022,6.022,0.0
220,2024-03-31 14:00:33,www.bithumb.com,23.43.165.80,64,6.292,51,6.292,6.292,6.292,0.0
221,2024-03-31 14:00:33,api.upbit.com,13.125.5.38,64,6.836,238,6.836,6.836,6.836,
222,2024-03-31 14:00:34,api.binance.com,52.84.252.75,64,8.297,244,8.297,8.297,8.297,0.0
223,2024-03-31 14:00:34,www.upbit.com,104.17.186.185,64,5.998,52,5.998,5.998,5.998,0.0
224,2024-03-31 14:00:34,api.bitflyer.com,104.76.93.43,64,4.704,51,4.704,4.704,4.704,
225,2024-03-31 14:00:34,api.bithumb.com,23.51.28.123,64,5.717,54,5.717,5.717,5.717,
226,2024-03-31 14:00:34,www.bithumb.com,23.43.165.80,64,6.347,51,6.347,6.347,6.347,
227,2024-03-31 14:00:34,api.upbit.com,13.125.5.38,64,7.174,238,7.174,7.174,7.174,0.0
228,2024-03-31 14:00:35,api.bitflyer.com,104.76.93.43,64,6.304,51,6.304,6.304,6.304,
229,2024-03-31 14:00:35,www.upbit.com,104.17.186.185,64,9.112,52,9.112,9.112,9.112,
230,2024-03-31 14:00:35,api.bithumb.com,23.51.28.123,64,7.385,54,7.385,7.385,7.385,0.0
231,2024-03-31 14:00:35,api.binance.com,52.84.252.75,64,5.216,244,5.216,5.216,5.216,0.0
232,2024-03-31 14:00:35,www.bithumb.com,23.43.165.80,64,6.246,51,6.246,6.246,6.246,
233,2024-03-31 14:00:35,api.upbit.com,13.125.5.38,64,7.303,238,7.303,7.303,7.303,0.0
